LineId,Time,Program,Content,EventId,EventTemplate
59,10.30 16:49:07,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
60,10.30 16:49:07,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
61,10.30 16:49:07,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
62,10.30 16:49:07,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
63,10.30 16:49:07,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
64,10.30 16:49:07,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
65,10.30 16:49:07,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
66,10.30 16:49:07,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
67,10.30 16:49:07,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2134 bytes (2.08 KB) sent, 50768 bytes (49.5 KB) received, lifetime <1 sec",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
68,10.30 16:49:07,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
69,10.30 16:49:07,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
70,10.30 16:49:07,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 451 bytes sent, 18846 bytes (18.4 KB) received, lifetime <1 sec",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
71,10.30 16:49:07,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
72,10.30 16:49:07,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
73,10.30 16:49:07,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
74,10.30 16:49:07,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
75,10.30 16:49:07,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
76,10.30 16:49:07,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
77,10.30 16:49:07,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
78,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
79,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
80,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
81,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
82,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 420 bytes sent, 1042 bytes (1.01 KB) received, lifetime 00:01",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
83,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1088 bytes (1.06 KB) sent, 3383 bytes (3.30 KB) received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
84,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
85,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
86,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
87,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 440 bytes sent, 7416 bytes (7.24 KB) received, lifetime <1 sec",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
88,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 445 bytes sent, 5174 bytes (5.05 KB) received, lifetime <1 sec",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
89,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1121 bytes (1.09 KB) sent, 8678 bytes (8.47 KB) received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
90,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 446 bytes sent, 3816 bytes (3.72 KB) received, lifetime <1 sec",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
91,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
92,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
93,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
94,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1121 bytes (1.09 KB) sent, 4756 bytes (4.64 KB) received, lifetime <1 sec",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
95,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
96,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
97,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1061 bytes (1.03 KB) sent, 20210 bytes (19.7 KB) received, lifetime <1 sec",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
98,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 446 bytes sent, 19674 bytes (19.2 KB) received, lifetime <1 sec",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
99,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
100,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
101,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1561 bytes (1.52 KB) sent, 472 bytes received, lifetime <1 sec",1,"<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
102,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
103,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 436 bytes sent, 8613 bytes (8.41 KB) received, lifetime <1 sec",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
104,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 464 bytes sent, 1101 bytes (1.07 KB) received, lifetime <1 sec",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
105,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
106,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
107,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1727 bytes (1.68 KB) sent, 14050 bytes (13.7 KB) received, lifetime <1 sec",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
108,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1326 bytes (1.29 KB) sent, 10540 bytes (10.2 KB) received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
109,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1761 bytes (1.71 KB) sent, 27951 bytes (27.2 KB) received, lifetime <1 sec",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
110,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2430 bytes (2.37 KB) sent, 530823 bytes (518 KB) received, lifetime 00:02",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
111,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1190 bytes (1.16 KB) sent, 1671 bytes (1.63 KB) received, lifetime 00:02",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
112,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
113,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
114,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
115,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
116,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
117,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
118,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
119,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
120,10.30 16:49:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
121,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1194 bytes (1.16 KB) sent, 2221 bytes (2.16 KB) received, lifetime <1 sec",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
122,10.30 16:49:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1095 bytes (1.06 KB) sent, 1004 bytes received, lifetime <1 sec",1,"<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
123,10.30 16:49:09,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
124,10.30 16:49:09,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
125,10.30 16:49:09,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1165 bytes (1.13 KB) sent, 3098 bytes (3.02 KB) received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
126,10.30 16:49:09,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1165 bytes (1.13 KB) sent, 2693 bytes (2.62 KB) received, lifetime <1 sec",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
127,10.30 16:49:09,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1159 bytes (1.13 KB) sent, 2345 bytes (2.29 KB) received, lifetime <1 sec",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
128,10.30 16:49:09,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
129,10.30 16:49:09,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
130,10.30 16:49:09,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1165 bytes (1.13 KB) sent, 2273 bytes (2.21 KB) received, lifetime <1 sec",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
131,10.30 16:49:09,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
132,10.30 16:49:09,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2199 bytes (2.14 KB) sent, 3144 bytes (3.07 KB) received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
133,10.30 16:49:09,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 383 bytes sent, 533 bytes received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
134,10.30 16:49:09,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1165 bytes (1.13 KB) sent, 815 bytes received, lifetime <1 sec",1,"<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
135,10.30 16:49:09,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
136,10.30 16:49:09,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
137,10.30 16:49:09,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
